173,601929,吉视传媒,详细,0.0063,4.40亿,4.209,-35.90,1950万,82.29,-20.66,2.13,0.28,-0.0049,41.77,,文化传媒,06-02,https://data.eastmoney.com/bbsj/yjbb/601929.html
174,301012,扬电科技,详细,0.13,8693万,55.60,-28.22,846.9万,43.80,-35.15,6.2352,2.18,-0.4026,21.95,,电网设备,06-02,https://data.eastmoney.com/bbsj/yjbb/301012.html
175,001208,华菱线缆,详细,0.07,3.89亿,28.07,-21.01,2804万,291.98,-27.67,2.2512,3.16,-0.6755,28.53,,电网设备,06-02,https://data.eastmoney.com/bbsj/yjbb/001208.html
176,688621,阳光诺和,详细,0.34,9577万,29.82,-15.12,2053万,19.01,-4.444,3.494,10.30,0.0954,54.52,,医疗服务,06-01,https://data.eastmoney.com/bbsj/yjbb/688621.html
177,688425,铁建重工,详细,0.09,18.63亿,98.06,-26.32,3.42亿,127.39,-27.31,2.2356,4.04,-0.0716,34.95,,工程机械,06-01,https://data.eastmoney.com/bbsj/yjbb/688425.html
178,605028,世茂能源,详细,0.3,8887万,50.70,-2.996,3630万,127.17,-36.65,3.9309,8.00,0.3676,61.83,,电力行业,06-01,https://data.eastmoney.com/bbsj/yjbb/605028.html
179,001207,联科科技,详细,0.4017,3.35亿,77.30,19.28,5483万,429.33,18.82,4.462,9.43,-0.1333,29.85,,橡胶制品,06-01,https://data.eastmoney.com/bbsj/yjbb/001207.html
180,688517,金冠电气,详细,0.02,5754万,93.06,-67.77,177.6万,122.89,-94.70,4.4022,0.40,-0.3777,29.20,,电网设备,05-31,https://data.eastmoney.com/bbsj/yjbb/688517.html
181,400096,凯迪1,详细,-0.1,3.41亿,-8.278,-32.42,-3.93亿,14.00,27.96,-1.156,-,-0.0113,-3.97,,-,05-31,https://data.eastmoney.com/bbsj/yjbb/400096.html
182,300476,胜宏科技,详细,0.23,15.70亿,64.58,-13.51,1.82亿,74.62,92.54,5.0329,4.77,0.1573,22.49,,电子元件,05-31,https://data.eastmoney.com/bbsj/yjbb/300476.html
183,688597,煜邦电力,详细,0.02,4371万,21.98,-77.20,240.1万,152.26,-91.88,4.1716,0.44,0.1954,48.05,,电网设备,05-28,https://data.eastmoney.com/bbsj/yjbb/688597.html
184,603511,爱慕股份,详细,0.36,8.96亿,13.72,-12.70,1.29亿,61.07,-6.729,9.9314,3.67,0.4788,71.02,,纺织服装,05-28,https://data.eastmoney.com/bbsj/yjbb/603511.html
185,301011,华立科技,详细,0.15,9226万,178.10,-50.88,1009万,218.79,-59.12,6.5441,2.40,0.0502,25.68,,专用设备,05-28,https://data.eastmoney.com/bbsj/yjbb/301011.html
186,301010,晶雪节能,详细,0.06,8588万,12.27,-75.44,497.5万,127.44,-87.82,6.9653,0.89,-0.5513,23.55,,装修建材,05-28,https://data.eastmoney.com/bbsj/yjbb/301010.html
187,605296,神农集团,详细,0.87,8.63亿,32.96,20.58,3.14亿,-7.850,56.96,7.1458,13.01,-0.1214,43.05,,农牧饲渔,05-27,https://data.eastmoney.com/bbsj/yjbb/605296.html
188,301009,可靠股份,详细,0.2,3.33亿,6.055,-17.21,4025万,-14.96,-12.43,3.206,6.35,-0.2331,25.37,,美容护理,05-27,https://data.eastmoney.com/bbsj/yjbb/301009.html
